participantId,experimentId,strategy1,strategy2,strategy3,strategy4,strategy5,strategy6,strategy7,strategy8,strategy9,strategy10,confidence,approachClarity,challenges,completedAt
5f0e1fecdc728111e1f7d093,Dd13CgWILpfxSs7fhRUU,Gathering the right employees that were responsible for delegating tasks,Wrote down the overall aim of the tasks at hand,Wrote down the issues or problems we might encounter,Let people know that if they have issues that they cannot rectify themselves to contact me,Ask for questions,,,,,,6,7,There were a few questions regarding uncertainty that I had to address on the spot without data driven evidence.,2025-12-22T02:07:41.762Z
5f42a27e49962e4a7045a7b0,P2BIsTYbNf5vbwlbjL57,Technology ,Questions,Facts,Scenario's ,,,,,,,6,6,Issues with technology,2025-12-22T16:34:26.564Z
5f4ae7cb6b68b56c2acb12c8,156ITSNqPsuY5IfL2Zbo,Set a time limit,Organize agenda,define purpose of the meeting,keep on track with purpose and bookmark side discussions for later,ensure meetings are regular and ongoing to avoid marathons,,,,,,6,6,"Sometimes our team wants to try to solve everything in one sitting (marathons) and while this works for some, it is not effective for long term success. So it is a challenge, ongoing, to keep on track and ensure that meetings are concise, effective and to the point. A recent meeting I led was no exception, but as we have been putting the strategies into practice this year, we have cut back on meeting burnout and I was able to remind everyone of the intention, time limit, and organized agenda. Basically, the challenge is to remain committed to the meeting ""huddle"" as opposed to the laundry list marathon.",2025-12-19T18:55:25.021Z
5f6e76757befe43b22307387,u70agQP99KnkPaoXG1qq,Set an agenda,Kept everyone to the agenda,Provided minutes,Assigned tasks from meeting,,,,,,,5,6,Some people tried to stray from agreed topics.  Not everyone wanted to have an assigned task.,2025-12-22T22:42:14.692Z
5f95e7c5e49c564a01f040aa,y32v6LefUczxAxklLE6I,"step up, step back",repeating the statements back to ensure they were heard correctly,Creating an agenda,Redirecting when things go awry,,,,,,,5,5,"One person kind of tried to dominate the conversation, and they were the one with the highest rank on the call",2025-12-20T00:41:39.979Z
5ff454f2f0b5ed607169fba6,ZXLJBbZzYuR2Oi9BJy1u,Prepared the presentation days ahead,Ask Manger for his opinion,Used facts and figires during the meeting,,,,,,,,7,7,"Few member of the team refused to willing contribute during the meeting, even when I made it open discussion. I ended up asking every individual for their opinion in other to get them involved.",2025-12-22T05:00:36.325Z
601ac0440ae554365a73246b,kId0faSYfh5slBl0AKmj,Set a clear agenda in advance and shared it with attendees,Defined the purpose and desired outcomes at the start of the meeting,Encouraged input from quieter participants to balance discussion,Summarised key decisions and actions before moving on,Clearly assigned actions with owners and deadlines at the end,,,,,,5,5,"One challenge was keeping the discussion focused, as a few participants tended to go off-topic or revisit points that had already been covered. I also had to actively manage time to ensure all agenda items were addressed while still giving everyone space to contribute.",2025-12-22T11:02:40.682Z
60673bc6496cefa66a61e737,RFahYgKlNHbvtaFtHVTs,Plan ahead key points,If demonstration is needed - do a dummy run through before meeting,Ensure you've researched any methods or strategies needed to pass on to colleagues,,,,,,,,6,7,"I think during a meeting I would feel under pressure for things to work so if showing certain tools, there's always opportunity to misclick or panic when things do not load as they should.",2025-12-22T10:56:02.883Z
60c75879fdf6194f658272fb,qweek1z4Gu2iADeA5hv4,prepared with materials,facilitate discussion,summarize key points,have an agenda of topics,,,,,,,6,6,"Managing time was challenging because some discussion topics generated more debate than expected, requiring quick adjustments to stay on schedule.",2025-12-21T22:23:36.449Z
60d4558116de644bde568dde,vTCrmhwefckTiCdKvtio,Being up front and honest ,Made sure everyone knew beforehand and asked them to bring notes about what they wanted to discuss,Kept it light so everyone felt comfortable to speak up ,,,,,,,,7,7,"Sometimes it can be hard to bring things up if they (for example) issues you have with a colleague or something they are doing, so that was challenging, but we made it through and it helped in the end to discuss it.",2025-12-22T12:28:07.184Z
60d52a5dca16f851ab8b9b82,67hH5FJTOIvt2xZHtxYM,Team Involvement,"There's no ""I"" in ""team""",Incentives,,,,,,,,7,7,"My meetings usually go quite smoothly, effectively and efficiently. I work with a phenomenal group of people and other than everyone wanting to speak at once, all is well.",2025-12-21T08:48:53.244Z
60e308bd29d04d6d790aa1ad,kDgqQJ4MDV4y1ZTUKWiC,Set a clear agenda,Prepared relevant content,Encouraged group feedback ,,,,,,,,6,6,People joining remotely not feeling fully part of it,2025-12-22T02:58:20.692Z
6102053795bd9b55ab979a48,WnEvPvpbBJWCZgHpuuuy,agenda notes,keynotes for different speakers,making information concise,creating an action items section,,,,,,,5,5,"Some people didnt write the notes they want to bring to the session, leading to a burden on the meeting note-taker (me) to try to condense the information as that person's bullet points, people rambling making us go over time, wrong place wrong time for some items, and some people forget their action items from the week before",2025-12-20T08:24:17.923Z
612198f856c9f4f2f02f7046,y2zrjoUagyQO9jEe8n51,Fun interactive brain storming,,,,,,,,,,7,6,"I think it can be hard to get colleagues and employees to speak their mind during meetings, introducing a brain storming feature allows them to freely speak",2025-12-22T19:43:11.416Z
6127b32b912465823dca1e4b,vz0aPGGhYKUPyQpfooeV,Group meeting with an emphasis on praising annual performance and boosting moral. I was determined to highlight some of the times in the year our team had went beyond the norm. ,,,,,,,,,,6,6,None beyond the usual attention span so we try and make our meets as fun as possible.,2025-12-22T15:39:59.381Z
613c927a3da2129cd285ef58,MQVax2V9muMfzH4Tg8SC,I set a clear agenda and shared it in advance ,Encouraged active participation,Summarized key decisions and action items,,,,,,,,5,6,"One challenge was keeping the discussion on track, as some participants went off-topic",2025-12-22T17:57:45.359Z
614a0facaa13498cff401c41,Oj47qnEa4iAXshwTn3RM,Used an agenda,Prepared slides for the talking points,Planned time for questions,,,,,,,,7,7,"Difficulties were mostly around not having quite enough time to explain things, for example people would interject with questions rather than save them for the end which ate into presenting time.",2025-12-23T11:38:16.700Z
614f7550e1d2a29137820173,dry6JzxvzpEqrjbnnGdK,Icebreakers ,Questions,Presentations,,,,,,,,6,6,"One challenge I faced was my presentation not sharing on the screen, but I was able to eventually get it to share.",2025-12-21T08:28:08.559Z
61680035775d6be6c3034464,ncf6ilL8CQKsJLeZMTFz,Hands up for questions (online),Checking in with each person for AOB,,,,,,,,,6,1,Only technological issues like people remaining on mute when they were talking.,2025-12-22T08:08:20.419Z
61684f48083b66cd4a37dfbb,zk0nOaly2dhW3rDDpsw5,Clear agenda sent out prior to the meeting,Prepared slides to ensure engagement and efficiency ,,,,,,,,,6,7,One speaker slightly over ran meaning some parts had to be cut shorter than expected,2025-12-22T16:23:56.482Z
62a2042e8813ab2f55d8ecf9,PfC33ZKbVQyZDbOQepeh,pre-planned notes,clear communication,planned agenda,,,,,,,,6,6,Long discussions on not important issues and not moving on,2025-12-23T09:00:52.475Z
62b354926116305375200028,6UYVTtPZqDH6AP8RNSuY,Staying silent,,,,,,,,,,1,1,None,2025-12-23T05:16:56.395Z
62b437a2dbff0b6b3d0121e4,jpEcNpSm8ZAdmS989pQN,Having a clear objective and agenda,,,,,,,,,,6,7,People begin to talk over each other when they are trying to get their point across,2025-12-22T08:35:18.959Z
62da6a553aaca6fffb50307f,mHnkYhaXr6bBMqvmRGcQ,set a clear purpose and goal,managed time,prepared before,clear communication,follow up meetings,,,,,,6,6,the conversation drifted a couple of times and there were a few different viewpoints/opinions from others so it took some effort to ensure everyone felt listened too,2025-12-22T14:10:22.675Z
62e2f4973427f0ab91180361,hMzsckNLTyWW1fQrjXRG,Visual - powerpoint,Well planned - presentation,,,,,,,,,5,6,Some not paying attention or showing they were tiring. I then made it more engaging by doing check and test questions.,2025-12-22T07:44:10.261Z
6318e2c61780455450fe4199,BNv5foLXnGjmF5uYKaGW,I displayed a spreadsheet on the screen.,,,,,,,,,,7,6,This was a weekly sales meeting that follows a regular routine. There were no obvious challenges.,2025-12-22T22:15:08.571Z
6328ea8c44e1e6f7180facd3,9BZpW6VaVHF93eG70y7E,in-group sharing of information,Creating a livelier atmosphere before the main topic of discussion,Helping my co-workers.,,,,,,,,5,5,"I have experienced some difficulties such as being unable to explain to my co-workers how the society works. Therefore, there were some disagreements.",2025-12-22T02:10:33.222Z
634d7fd5face88069f7ff6ff,HHz8obSjzbypCTIQVl5J,each department takes a turn,we discuss current plan for the week,any pre medicated issues,recap,,,,,,,6,6,Internet connectivity for those remote,2025-12-22T13:23:37.512Z
6384fc5695a4edef691103c0,NhuzFczfMTaBt66x6OnX,'Settling in time for new members of the team',Recap of actions since previous meeting,Early outline of meeting content,Open discussions and opportunity to include items not on the agenda,Summary and action point clarification,,,,,,5,6,We have one or two members of the team who often bring items up in our team meetings which are not really relevant to the team and would be better handled by a conversation between them and me as the team leader. It's a challenge to try to keep the meeting on track and focused on the subject in hand when they both continue to head the discussion off on tangents.,2025-12-22T06:56:42.839Z
63cedf5f87024f8b1ad1023f,b7OQw9HRrSwTFOsqKfpc,Clear purpose,Agenda ,Only invite essential people ,,,,,,,,7,7,None,2025-12-22T11:15:04.160Z
63cfefc43323e05d2a6f554b,Q6xKfZPf86n53gCl66NO,concise information ,speaking clearly ,,,,,,,,,5,6,"unpopular topic, unfavourable findings from an audit",2025-12-22T20:49:54.584Z
63d023f75eaafe675b6fa5fd,mYlzaViboWqSYi3CP0Xw,Set a clear agenda ,Kept the meeting focused ,Assigned roles or action items ,Watched the time,Summarize key decisions ,,,,,,6,6,"I had to keep the discussion on track because there was a few people that started going off topic, which made it harder to stay within the planned time.",2025-12-20T05:38:11.158Z
63d1b1192b2b6d76dae50c06,axya34s1FGIXez3ctZNI,Having an agenda in advance,Knowing about the meeting in advance,,,,,,,,,7,5,Some people didn't bother to read the content in advance,2025-12-22T16:28:20.472Z
63d2d8388a367c258ca82590,vpzQL2hC3ErSmTUaK24q,Appropriate time for attendees,Made Teams an option for remote workers,Agenda,Specified times for each item and kept  to them,,,,,,,5,6,People trying to talk beyond allocated time. Bringing up issues not directly related to the meeting,2025-12-22T19:52:25.920Z
63d3fd5916541b5031bd4a3f,OMkeCIiMn7SXdm6J1crH,Allowing people to have coffee before we started to encourage chatting,Ensure we started on time and that there was an agenda,Allowing people to talk and facilitating,,,,,,,,6,7,One person took too long to talk through their section which got boring for some others.,2025-12-22T13:52:16.240Z
63efe25e481b721d4bcd9639,1nvkf83KHLzjAgNl48r4,Ensures there was an agenda,Prepared the content,Ensures other contributors were briefed,,,,,,,,6,6,Remote and large volume of participants,2025-12-23T12:28:53.893Z
63fc7ac4c0ba10b71a25a63d,J4GbA94CHaaWdcQ0NXaS,Produced an itinerary,Compiled relevant documentation prior to meeting and sent to all individuals,,,,,,,,,6,6,Conveying the message across succinctly and with sufficient information to validate the proposal,2025-12-22T07:27:14.121Z
64012ee6e3f2e59aaa36f718,pASsyWL7BeU8d2LHylSm,set goals,encourage participation,,,,,,,,,6,5,"The main challenge was employees not wanting to partipate in weekly goal discussions, but after encouraging everyone to talk about their goals big or small, they were more confident.",2025-12-19T19:39:24.037Z
640349ae900739316aca0f9f,EN5BvdroxpPwpTiEm7rh,Ensured beforehand that the entire team was able to attend.,Circulated agenda in advance,Ensured the most urgent items were at the top of the agenda,"Requested items for the ""AOB"" item at the bottom of the agenda",Arranged a minute-taker in advance,,,,,,6,7,"One of the key members of the team was unable to attend due to illness, which unfortunately meant their agenda item couldn't be fully discussed. However, I invited other team members to contribute input so that at least the item was addressed in some small way. Their input will hopefully add some useful info for the next meeting when the key member of the team returns. Also, the fire alarm went off...",2025-12-22T12:30:23.390Z
644695d12dd99a1712dd84c0,RKN3czQkvNUU5ttarWYh,Having an agenda,Allowing contributions from others,Having adequate breaks,Making sure attendees understood why we were meeting,,,,,,,6,7,"There were no major difficulties, though there were some technical issues with those attendees who joined remotely.",2025-12-19T22:00:12.901Z
64481bca476d6bfbae2066e2,f1OPhn14k8F7rGD1L8mJ,assigned roles,,,,,,,,,,7,6,I didn't get any.,2025-12-22T06:35:29.060Z
651d623cbdcb675cb801bc79,x5sYIrMm9w1ys3Jchr1i,Created an agenda,Encouraged participation,Recorded the meeting and send the recording to attendees,,,,,,,,7,7,"A challenge that I experienced during this meeting was some attendees showed up late. This is why I recorded the meeting, to ensure those who showed up late could watch what they missed later on.",2025-12-20T23:13:47.452Z
65216075939674db7a47e7d0,Yfw8NCvirVvm32ZHzZiJ,Introducing myself,Purpose of meeting,Status of relevant project,,,,,,,,5,4,"Clearly getting across the issues or roadblocks I am experiencing, because I am still only 7 months into my current role and at the company as a whole.",2025-12-21T02:45:07.529Z
653927811b00d4a0036cb7ab,3EZ8IRrVZzpDroqLAJlG,structured scheduling ,allocating a set time to all participants ,effective note-taking and data updating ,agreement on tangible and actionable individual tasks and actions ,,,,,,,6,6,"Some challenges to individual task deadlines due to uncertainties. One team member unable to keep to their allocated time limits during the meeting and hijacking the conversation,",2025-12-22T11:07:23.872Z
653ab786a5162b73aac38bc9,78C8AQfG2rCDiUEmjyok,I had the relevant documents open on my laptop before the meeting so we could get straight to business.,I organised to have the meeting in a pleasant room so that people would feel more relaxed.,I wrote minutes as we went and displayed them on a screen so that people could agree on specific wording during the meeting.,,,,,,,,7,7,"The person who normally chairs the meeting was unexpectedly present and so we had a short discussion at the beginning of the meeting about which of us should chair the meeting. In the end, we agreed that I should chair the meeting as had been the plan.",2025-12-22T11:14:34.484Z
654142b51c0cbebefa6f3ea0,ZIbsiXSnfrbUrBEYgzsh,Shared agenda in advance ,Started and ended on time ,Balanced participation ,Assigned clear action items,,,,,,,7,7,"A few people went off on tangents, so I had to steer the conversation back a couple of times. We also ran a bit long on some topics, which made time tight near the end. It was also a little tricky getting everyone to speak up, since a few people talked more than others.",2025-12-19T21:11:27.366Z
654a56ff9b8baf6c84eb9b69,17dMdN4BxHTnNsbKRHsN,Automatic note taking,AI collaboration,Ensuring everyone got the opportunity to speak,Staying on task and focused on the meeting agenda,,,,,,,7,7,Parts of the meeting took too long and then the meeting overran due to some aspects taking too long which led to some members of the meeting having to leave early meaning the final part of the meeting was less effective,2025-12-22T23:09:06.854Z
65706b89d4c6c32963d258e8,ycSqXvdB3Wbh1iG4ulRd,Promised my staff the meeting would take 45 mins max,,,,,,,,,,7,7,The folks were overly quick to give ideas and disappear.,2025-12-19T21:03:45.375Z
6598124cb009a156ae665edf,diGtl8DflcDIUP6aKG6k,I am a group facilitator and I recently had to arrange xmas holiday cover for other workers.,I put out a friendly email explaining the situation and asked collegues if they were free to help out. then I spoke to them individually.,,,,,,,,,6,5,Very few as there is a good work culture where I am based.,2025-12-22T08:12:03.455Z
659d4aadab2eb6b7a8cffb07,iQjS3eOikULjqU5DaPxQ,I made alternatives good enough to be summarized and chosen and shortened our meet time.,,,,,,,,,,6,6,I had few feedbacks since i made the options to be chosen myself.,2025-12-19T21:35:23.846Z
659d6ca29e5500da27f1cb5b,AOTDLxmpLc9JVxY8GHjR,Understanding what each peson would like to hear to how i word it ,,,,,,,,,,6,7,People asking unexpected questions,2025-12-22T19:58:38.326Z
65b65fdfb1aba2f7325fa073,cUjl1d7RaeYwiwbgh0le,Having a specific set agenda for items to be discussed,Having someone to take minutes and record actions to be done,Review previous actions prior to the meeting,Have set structure and time limit,,,,,,,7,7,Ensuring sticking to the time allocation in order to discuss each item on the agenda and allowing all staff to give their input.,2025-12-23T11:47:15.403Z
65c637e0e76b878b89b9bae2,ijiQ82QNgphztukQKALV,Outlined the major points of the meeting beforehand,Allowed lots of discussion from everyone involved,Kept notes on the board as we discussed them,Focus on the more important subjects first,,,,,,,5,6,"It got a little loud at some points with everyone talking at once, but I got everyone to take turns properly and discuss things.",2025-12-22T09:46:24.623Z
65de3af8fcbc6ef9331bd863,LQH1zlNOtNql3tc1rKJr,Encouraged participation,Key points summary ,Stay focused on topic(s),,,,,,,,5,5,I didn't have any difficulties in this meeting,2025-12-21T04:23:03.563Z
