participantId,experimentId,createdAt,completedAt,country,condition,status,reading_id,quiz_id,review_id,llm_interaction_id,pretask_strategy1,pretask_strategy2,pretask_strategy3,pretask_strategy4,pretask_strategy5,pretask_strategy6,pretask_strategy7,pretask_strategy8,pretask_strategy9,pretask_strategy10,pretask_confidence,pretask_approachClarity,pretask_challenges,pretask_completedAt,posttask_strategy1,posttask_strategy2,posttask_strategy3,posttask_strategy4,posttask_strategy5,posttask_strategy6,posttask_strategy7,posttask_strategy8,posttask_strategy9,posttask_strategy10,posttask_newStrategyConfidence,posttask_implementationLikelihood,posttask_thinkingChange,posttask_completedAt,quiz_duration,quiz_totalQuestions,quiz_correctCount,quiz_notSureCount,quiz_accuracy,quiz_acc_low,quiz_acc_med,quiz_acc_high,quiz_confidence,quiz_answer_1,quiz_correct_1,quiz_answer_2,quiz_correct_2,quiz_answer_3,quiz_correct_3,quiz_answer_4,quiz_correct_4,quiz_answer_5,quiz_correct_5,quiz_answer_6,quiz_correct_6,quiz_answer_7,quiz_correct_7,quiz_answer_8,quiz_correct_8,quiz_answer_9,quiz_correct_9,reading_reading_id,reading_totalEvents,reading_duration,reading_focusTime_reading,reading_focusTime_chat,reading_reading_count,reading_reading_totalDuration,reading_scanning_count,reading_scanning_totalDuration,reading_scrolling_count,reading_scrolling_totalDuration,nasaTLX_mentalDemand,nasaTLX_physicalDemand,nasaTLX_temporalDemand,nasaTLX_effort,nasaTLX_frustration,selfEfficacy_performance,selfEfficacy_overallGoal,selfEfficacy_authorsReasoning,selfEfficacy_connectingIdeas,selfEfficacy_ownIdeas,selfEfficacy_alternativePerspectives,selfEfficacy_verifyCredibility,selfEfficacy_questionClaims,selfEfficacy_broaderImplications,llmUsefulness_overall,llmUsefulness_conceptHelp,llmUsefulness_findingsHelp,llmUsefulness_practicalHelp,llmUsefulness_timeSaving,llmTrust_competence,llmTrust_accuracy,llmTrust_benevolence,llmTrust_reliability,llmTrust_comfortActing,llmTrust_comfortUsing,attentionCheck_focus,attentionCheck_stronglyDisagreeCheck,demographics_age,demographics_gender,demographics_education,demographics_englishProficiency,demographics_workingSituation,demographics_workHoursPerWeek,demographics_yearsInOrganization,demographics_yearsInJob,demographics_jobTitle,demographics_industry,demographics_ethnicity,aiUsage_frequency,aiUsage_toolsUsed,aiUsage_purposes,studyFeedback,surveyCompletedAt
65ef950203e4e8448c55e54c,FzanR5obi65ML0pmiN1X,2025-12-20T14:24:59.311Z,2025-12-20T15:05:56.815Z,US,with_llm_extended,completed,FzanR5obi65ML0pmiN1X_reading,FzanR5obi65ML0pmiN1X_quiz,,FzanR5obi65ML0pmiN1X_llm,Set a clear purpose for the meeting.,"Make sure everyone knows about the meeting ahead of time, so they can prepare if need be.",I like to make anything I am trying to discuss more visual.,Make sure everyone knows their role.,,,,,,,7,7,"Before implementing these things, our meetings were a little bit all over the place. Some people were fighting to be heard and others were falling asleep.",2025-12-20T14:24:59.311Z,Set a clear purpose for the meeting.,I like to make anything I am trying to discuss more visual.,Make sure everyone knows their role.,make sur only relevant people attend the meeting,use more humor in my meetings,make meetings shorter ,only make a meeting if it is necessary consider sending an email ,follow up after meeting to make sure that actionable items are taken care of,,,7,7,7,2025-12-20T15:00:34.805Z,190879,9,5,0,55.6,33.3,100.0,33.3,4,To analyze the historical evolution of meeting structures since the early 20th century.,False,"Planning, Execution, and Follow-up.",False,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,The psychological well-being of attendees and the financial cost of the meeting.,False,Implement a strict policy that all meetings must start on time and have an agenda.,False,FzanR5obi65ML0pmiN1X_reading,404,1559654,1191689,106249,28,797428,24,76130,325,107566,5,1,4,7,1,6,7,7,7,7,5,5,7,7,7,7,5,5,7,7,7,7,7,7,7,5,1,49,female,associate,native,full-time,37,6.5,5.5,owner/manager,retail,white,often,chat gpt,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-20T15:05:56.815Z
670da3fd0b8a2f7a542a2b24,HkiHviIHzQOQkfONk9TE,2025-12-20T14:51:12.905Z,2025-12-20T15:31:49.100Z,US,with_llm,completed,HkiHviIHzQOQkfONk9TE_reading,HkiHviIHzQOQkfONk9TE_quiz,,HkiHviIHzQOQkfONk9TE_llm,Noting bullet points,reading the room,adding my input,,,,,,,,7,4,Some of my coworkers did not show up and they were sick,2025-12-20T14:51:12.905Z,Noting bullet points,reading the room,take initiative,engage with coworkers ,evaluate info beforehand,run logistics with clients and have notes,,,,,6,7,4,2025-12-20T15:29:24.497Z,265922,9,2,3,22.2,33.3,33.3,0.0,3,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Individual, Group, and Organization.",False,They are the most productive part of the workday.,False,"To share routine, nonurgent information without discussion.",True,Not Sure,False,To serve as an official agenda for the next scheduled meeting.,False,Not Sure,False,The use of advanced technology and the enforcement of punctuality.,False,Not Sure,False,HkiHviIHzQOQkfONk9TE_reading,143,1644981,214372,1430596,7,113937,12,47415,38,19806,7,1,1,7,1,6,5,6,6,5,6,3,7,6,7,5,6,5,7,7,7,7,7,7,7,5,1,25,female,high-school,native,full-time,51,5,4,Marketing specialist manager,Logistics and marketing,white,often,"ChatGPT, Gemini","Writing assistance, Research/Information gathering, Coding assistance, Brainstorming/Ideation, Summarization, Translation",This was a great study. I enjoyed reading and interacting with the ai. Happy holidays!,2025-12-20T15:31:49.100Z
667634625cc34d5ac97492bf,o3K0xzzMR94EaSgBur6x,2025-12-20T15:01:45.253Z,2025-12-20T15:34:48.771Z,US,with_llm_extended,completed,o3K0xzzMR94EaSgBur6x_reading,o3K0xzzMR94EaSgBur6x_quiz,,,Create notes to share with the others,created a note sheet,,,,,,,,,6,7,"Meetings are always an exchange of ideas, so the challenge is conveying all of your thoughts",2025-12-20T15:01:45.253Z,Create notes to share with the others,screen attendees,send after meeting minutes,,,,,,,,7,7,7,2025-12-20T15:30:42.643Z,222661,9,7,0,77.8,66.7,66.7,100.0,6,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Planning, Execution, and Follow-up.",False,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They are a common cause of meetings getting off topic and running too long.,False,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,The structural design before the meeting and active facilitation during the meeting.,True,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,o3K0xzzMR94EaSgBur6x_reading,177,1408255,1286088,11256,10,758673,9,29960,148,62203,6,2,3,6,2,6,7,7,7,5,5,5,6,5,7,6,6,6,6,7,7,6,6,6,7,4,1,52,male,bachelor,native,full-time,40,3,3,Bail Commisioner,criminal justice,black,sometimes,chatgpt,"Research/Information gathering, Brainstorming/Ideation","no issues, nice study",2025-12-20T15:34:48.771Z
66c8842e8667d7d2dd040001,u68zJKU19oT5fF4K751O,2025-12-20T15:05:34.352Z,2025-12-20T15:31:49.893Z,US,without_llm,completed,u68zJKU19oT5fF4K751O_reading,u68zJKU19oT5fF4K751O_quiz,,,Understanding,Clear communication,Noted guidelines,Handouts of meeting agenda,,,,,,,6,7,"I sometimes struggle with speaking in front of a group of people. This can make it difficult for me to speak, and causes me to second guess what I am about to say.",2025-12-20T15:05:34.352Z,Understanding,Clear communication,Noted guidelines,Handouts of meeting agenda,Select only those needed,Make meeting concise,,,,,6,7,2,2025-12-20T15:30:15.602Z,153196,9,8,0,88.9,100.0,66.7,100.0,5,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Before, During, and After.",True,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They are typically used by low-performing employees to avoid contributing to the discussion.,False,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,The structural design before the meeting and active facilitation during the meeting.,True,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,u68zJKU19oT5fF4K751O_reading,67,1259128,1259128,0,36,675893,5,17810,26,11797,6,1,1,7,1,5,7,7,6,3,2,1,1,5,,,,,,,,,,,,5,1,33,male,associate,native,full-time,46,11,7,Production Supervisor,Manufacturing,white,often,ChatGPT,"Writing assistance, Research/Information gathering, Translation",,2025-12-20T15:31:49.893Z
6604b10d7328536e5d9bb9db,UDYH0mJOXZJQVwFrkPiY,2025-12-20T16:21:49.570Z,2025-12-20T16:57:24.287Z,US,with_llm,completed,UDYH0mJOXZJQVwFrkPiY_reading,UDYH0mJOXZJQVwFrkPiY_quiz,,,Took notes,listened and then repeated what what said to make sure I understood,,,,,,,,,6,7,The other person in the meeting has a very heavy accent so sometime it was hard to understand.,2025-12-20T16:21:49.570Z,Took notes,listened and then repeated what what said to make sure I understood,be selective about who needs to attend the meeting,,,,,,,,7,7,7,2025-12-20T16:53:59.913Z,320814,9,9,0,100,100.0,100.0,100.0,5,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Before, During, and After.",True,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,The structural design before the meeting and active facilitation during the meeting.,True,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,UDYH0mJOXZJQVwFrkPiY_reading,81,1442591,1419464,23125,39,1090386,14,44887,41,23588,5,2,1,7,4,7,7,7,7,7,7,7,3,6,1,2,2,2,2,6,5,6,6,6,7,5,1,49,female,bachelor,native,full-time,40,3,3,Senior manager,transportation and logistics,black,very-often,chatgpt,"Writing assistance, Summarization, Coding assistance, Brainstorming/Ideation",thanks i enjoyed reading the article,2025-12-20T16:57:24.287Z
6629396278644f7ca5e5d017,QAuxkR8S6cpBgH0vKBiq,2025-12-20T17:51:55.408Z,2025-12-20T18:25:55.594Z,US,with_llm_extended,completed,QAuxkR8S6cpBgH0vKBiq_reading,QAuxkR8S6cpBgH0vKBiq_quiz,,QAuxkR8S6cpBgH0vKBiq_llm,Have notes available from the previous meeting,Prepare a specific agenda for the meeting,Make sure the key stakeholders are available so we're not wasting everyone's time,,,,,,,,7,7,The biggest challenge we have is making sure the key stakeholders are available at one time at the same time so that decisions can be made and we can move forward with a positive direction,2025-12-20T17:51:55.408Z,Have notes available from the previous meeting,Prepare a specific agenda for the meeting,Make sure the key stakeholders are available so we're not wasting everyone's time,,,,,,,,7,7,2,2025-12-20T18:22:25.849Z,277964,9,6,1,66.7,66.7,66.7,66.7,5,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Planning, Execution, and Follow-up.",False,Their value is often questioned and they are viewed as a routine necessity.,True,To solve a new problem that requires different expertise.,False,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,Not Sure,False,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,QAuxkR8S6cpBgH0vKBiq_reading,166,1481172,487447,716048,23,201675,23,77364,67,30482,7,1,1,7,2,7,7,7,7,7,5,1,1,7,7,7,7,7,7,7,7,4,2,6,6,5,1,57,male,bachelor,native,full-time,40,14,33,Director of marketing,Manufacturing,white,sometimes,,"Writing assistance, Research/Information gathering, Summarization",,2025-12-20T18:25:55.594Z
66817f4754e17e6ec71a44b0,sjoBEOAqGin9LsOSFdmi,2025-12-20T18:05:06.643Z,2025-12-20T18:31:04.628Z,US,without_llm,completed,sjoBEOAqGin9LsOSFdmi_reading,sjoBEOAqGin9LsOSFdmi_quiz,,,Prepared a new policy in advance and anticipated leadership questions.,Clearly presented the policy rationale and key points with examples to illustrate impact.,Actively listened to feedback and responded thoughtfully to keep the discussion focused and concise.,,,,,,,,6,6,"Some questions required additional context from other teams or historical data, so I noted follow-ups for clarification. Presenting to multiple levels of leadership also required balancing detail with conciseness to communicate key points effectively.",2025-12-20T18:05:06.643Z,Prepared a new policy in advance and anticipated leadership questions.,Clearly presented the policy rationale and key points with examples to illustrate impact.,Actively listened to feedback and responded thoughtfully to keep the discussion focused and concise.,,,,,,,,5,5,5,2025-12-20T18:29:11.610Z,115451,9,4,0,44.4,33.3,66.7,33.3,4,To introduce a new psychological theory explaining why managers schedule so many meetings.,False,"Design, Interaction, and Outcome.",False,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To survey attendees about their satisfaction with the meeting's length.,False,"Job satisfaction is primarily linked to meeting length, which is determined before the meeting begins.",False,The use of advanced technology and the enforcement of punctuality.,False,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,sjoBEOAqGin9LsOSFdmi_reading,20,1277352,1277352,0,14,1144448,2,6450,18,6870,5,3,4,5,5,4,4,4,4,5,5,5,5,5,,,,,,,,,,,,4,1,37,female,associate,native,full-time,40,5,5,Customer Support,Technology,white,very-often,ChatGPT,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-20T18:31:04.628Z
66f59c766e7e22e1f90d08f6,lIXFRLbQWR09dEoODXVd,2025-12-20T19:13:52.240Z,2025-12-20T19:46:17.766Z,US,with_llm_extended,completed,lIXFRLbQWR09dEoODXVd_reading,lIXFRLbQWR09dEoODXVd_quiz,,,Involved all participants,,,,,,,,,,6,6,"Getting everfyone to speak was difficult for a few people, but it definitely made a difference",2025-12-20T19:13:52.240Z,Involved all participants,Circulate an Agenda in Advance,Tone Setting,Post Meeting Accountability,,,,,,,5,6,5,2025-12-20T19:42:56.259Z,120794,9,9,0,100,100.0,100.0,100.0,6,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Before, During, and After.",True,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,The structural design before the meeting and active facilitation during the meeting.,True,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,lIXFRLbQWR09dEoODXVd_reading,243,1363450,582309,1915,17,402301,22,71962,98,40430,4,2,3,5,1,6,6,6,6,5,3,4,5,6,6,5,5,5,6,6,6,7,6,5,5,5,1,36,male,bachelor,native,full-time,40,11.5,9,3rd Shift Nurse,Healthcare,white,often,Gemini,"Writing assistance, Research/Information gathering, Summarization, Translation",,2025-12-20T19:46:17.766Z
5cde02d000d670000184ea3b,xkB7yNDPV8izBOyVepVK,2025-12-20T22:19:41.315Z,2025-12-20T22:55:59.212Z,US,with_llm,completed,xkB7yNDPV8izBOyVepVK_reading,xkB7yNDPV8izBOyVepVK_quiz,,,Creating an agenda,Soliciting feedback,Using devil's advocate strategy when coming to group decisions,Preparing notes,Referring to past meeting notes,Creating a demonstration for proposed ideas,Breaking down portions of the meeting to be led by others,,,,5,6,"Some did not openly share their opinions, which was of concern to me.",2025-12-20T22:19:41.315Z,Creating an agenda,Sharing an agenda,Keeping reportbacks' detail to only that relevant to all parties,Designating a notetaker,Referring to past meeting notes,Keeping it brief,Actively facilitating,,,,6,7,5,2025-12-20T22:53:31.668Z,141740,9,9,0,100,100.0,100.0,100.0,3,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Before, During, and After.",True,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,The structural design before the meeting and active facilitation during the meeting.,True,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,xkB7yNDPV8izBOyVepVK_reading,253,1779974,1382935,396879,49,1624247,28,96802,112,53423,2,1,1,2,2,7,7,7,7,6,5,3,5,7,1,1,1,1,1,4,4,3,5,3,2,5,1,33,female,bachelor,native,full-time,40,1,1,Teacher,Education,white,very-often,Gemini,"Writing assistance, Research/Information gathering, Coding assistance, Brainstorming/Ideation, Summarization",,2025-12-20T22:55:59.212Z
694431339a077d45591b4e21,cFMu8VQzrjVRczEI1AAE,2025-12-20T22:36:44.919Z,2025-12-20T23:14:10.876Z,US,with_llm_extended,completed,cFMu8VQzrjVRczEI1AAE_reading,cFMu8VQzrjVRczEI1AAE_quiz,,cFMu8VQzrjVRczEI1AAE_llm,agenda with times,,,,,,,,,,5,5,I did not experience any difficulties.,2025-12-20T22:36:44.919Z,agenda with times,humor,,,,,,,,,5,7,5,2025-12-20T23:09:20.210Z,155081,9,8,0,88.9,66.7,100.0,100.0,7,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Planning, Execution, and Follow-up.",False,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,The structural design before the meeting and active facilitation during the meeting.,True,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,cFMu8VQzrjVRczEI1AAE_reading,346,1730470,823079,782202,29,556081,10,32992,221,76368,2,1,1,3,1,7,7,7,7,4,1,4,6,7,7,7,7,7,7,7,7,4,6,7,7,5,1,42,female,master,native,full-time,40,13,13,Research Assistant,Education,white,often,"ChatGPT, NotebookLM","Writing assistance, Brainstorming/Ideation, Summarization","20 minutes was too long for the reading time. I read the article, utilized all the ai tools available, and then just started chatting silly things with the ai to spend the rest of the time like asking it for jokes. I think 10 minutes would have been sufficient, or 15 minutes max.",2025-12-20T23:14:10.876Z
651d623cbdcb675cb801bc79,x5sYIrMm9w1ys3Jchr1i,2025-12-20T23:13:47.452Z,2025-12-20T23:42:54.860Z,US,without_llm,completed,x5sYIrMm9w1ys3Jchr1i_reading,x5sYIrMm9w1ys3Jchr1i_quiz,,,Created an agenda,Encouraged participation,Recorded the meeting and send the recording to attendees,,,,,,,,7,7,"A challenge that I experienced during this meeting was some attendees showed up late. This is why I recorded the meeting, to ensure those who showed up late could watch what they missed later on.",2025-12-20T23:13:47.452Z,Created an agenda,Encouraged participation,Recorded the meeting and send the recording to attendees,,,,,,,,7,7,2,2025-12-20T23:41:11.849Z,278992,9,7,2,77.8,100.0,100.0,33.3,6,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Before, During, and After.",True,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Not Sure,False,Not Sure,False,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,x5sYIrMm9w1ys3Jchr1i_reading,80,1308031,1308031,0,38,1175500,12,39194,38,22523,2,1,4,4,1,6,7,7,7,6,5,4,4,6,,,,,,,,,,,,5,1,29,female,master,native,full-time,40,2,2,Technical Writer,Technology,white,often,ChatGPT,"Writing assistance, Research/Information gathering",N/A,2025-12-20T23:42:54.860Z
67682f4bf87d300e646e7371,0OoVTkpRpb9gW5OAYurU,2025-12-20T23:20:27.710Z,2025-12-20T23:51:18.145Z,US,with_llm,completed,0OoVTkpRpb9gW5OAYurU_reading,0OoVTkpRpb9gW5OAYurU_quiz,,, Effective Listening,,,,,,,,,,1,1,Difficulties due to technology and being remote.,2025-12-20T23:20:27.710Z,Make sure meeting starts on time,Select appropriate employees,"Make sure meeting agengas are appropriate, not ones that could be an email",,,,,,,,7,7,7,2025-12-20T23:48:30.300Z,164467,9,8,0,88.9,100.0,100.0,66.7,5,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Before, During, and After.",True,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,The frequency of meetings and the long-term career growth of participants.,False,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,0OoVTkpRpb9gW5OAYurU_reading,110,1311334,1297759,13567,38,1198403,11,30883,52,23771,6,1,1,5,1,6,6,6,6,6,1,6,5,5,1,1,1,1,1,4,4,4,4,4,4,5,1,38,female,high-school,native,full-time,30,1,1,Customer Service Representative,Administration,white,often,copilot,Research/Information gathering,,2025-12-20T23:51:18.145Z
66293ded22cbde752a3bbee4,3Dn9UAQAJp3WLwhyXna9,2025-12-20T23:49:14.651Z,2025-12-21T00:21:32.579Z,US,without_llm,completed,3Dn9UAQAJp3WLwhyXna9_reading,3Dn9UAQAJp3WLwhyXna9_quiz,,,Include introductions ,,,,,,,,,,6,6,People did not turn on their cameras.,2025-12-20T23:49:14.651Z,Include introductions ,Think about a funny story,Provide an agenda pre-meeting,,,,,,,,4,5,2,2025-12-21T00:18:58.032Z,120826,9,8,0,88.9,66.7,100.0,100.0,6,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Planning, Execution, and Follow-up.",False,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Carefully selecting relevant attendees before a meeting can positively impact their long-term job satisfaction.,True,The structural design before the meeting and active facilitation during the meeting.,True,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,3Dn9UAQAJp3WLwhyXna9_reading,83,1593771,1593771,0,38,1228595,7,17237,53,20187,5,2,1,3,3,7,6,5,5,5,6,6,5,7,,,,,,,,,,,,5,1,58,female,doctorate,native,full-time,39,8,2.5,Developmental Services Case Manager ,Healthcare,white,often,ChatGPT,"Brainstorming/Ideation, Other","I kept thinking of how in my organization, the amount and types of meetings are often dictated by those not involved in those meetings.",2025-12-21T00:21:32.579Z
6945f1dfce339124a8978f18,lYTroD6T6pRDE24psFlC,2025-12-20T23:55:09.105Z,2025-12-21T00:27:57.662Z,US,with_llm,completed,lYTroD6T6pRDE24psFlC_reading,lYTroD6T6pRDE24psFlC_quiz,,,Having a visual slideshow,,,,,,,,,,5,6,The people listening to the presentation were not necessarily interested in the topic,2025-12-20T23:55:09.105Z,Having a visual slideshow,Only have relevant people present,stick to an agenda,be timely,,,,,,,5,5,5,2025-12-21T00:24:40.465Z,229875,9,7,0,77.8,100.0,100.0,33.3,5,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Before, During, and After.",True,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,"The more meetings an employee attends, regardless of quality, the lower their job satisfaction will be.",False,The frequency of meetings and the long-term career growth of participants.,False,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,lYTroD6T6pRDE24psFlC_reading,174,1441569,1413214,28341,31,1082088,25,78197,116,86012,6,2,1,6,6,6,6,6,5,3,4,1,2,3,1,4,4,1,1,1,4,4,5,2,2,4,5,49,female,master,native,full-time,36,22,20.5,teacher,education,white,rarely,"chat gpt, gemini","Writing assistance, Research/Information gathering",,2025-12-21T00:27:57.662Z
66c6b37d82e002e73e1fbd2d,rbt2TAYPVAL1KzSaaeot,2025-12-21T01:32:51.082Z,2025-12-21T02:11:09.356Z,US,with_llm_extended,completed,rbt2TAYPVAL1KzSaaeot_reading,rbt2TAYPVAL1KzSaaeot_quiz,,,Create a focused agenda,Set expectations at the start,Encouraged participation,Use examples from recent cases for a grounded discussion,,,,,,,6,7,A challenged I inquired was managing tension when departments start to discuss communication breakdown. Some team members became defensive when discussing the cause.,2025-12-21T01:32:51.082Z,Create a focused agenda,Set expectations at the start,Encouraged participation,Use examples from recent cases for a grounded discussion,,,,,,,4,5,2,2025-12-21T02:04:12.182Z,333420,9,6,3,66.7,100.0,66.7,33.3,5,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Before, During, and After.",True,Their value is often questioned and they are viewed as a routine necessity.,True,Not Sure,False,They can stimulate positive behaviors that predict team performance.,True,To facilitate follow-through by clarifying action plans and responsibilities.,True,Not Sure,False,Not Sure,False,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,rbt2TAYPVAL1KzSaaeot_reading,41,1413436,1302753,10652,8,1265455,1,2647,31,17180,2,1,7,5,5,4,5,4,4,5,4,5,3,4,4,3,3,4,4,5,5,5,5,4,3,5,5,61,female,bachelor,native,full-time,40,33,15,Account Manager,Insurance,black,often,ChatGPT,"Writing assistance, Research/Information gathering, Coding assistance, Brainstorming/Ideation, Summarization, Translation",This survey should allow more time when reading and not be on a timer. It felt rushed.,2025-12-21T02:11:09.356Z
6941548fbd8b79fcf75cacc7,PyQSFYRACnmZ327LJ3Sf,2025-12-21T02:40:00.399Z,2025-12-21T03:11:49.763Z,US,with_llm,completed,PyQSFYRACnmZ327LJ3Sf_reading,PyQSFYRACnmZ327LJ3Sf_quiz,,PyQSFYRACnmZ327LJ3Sf_llm,I led a meeting with our team to finalize a bid we were about to submit for a contract job.  Each person was responsible for bidding their part of the job.  We put all our numbers together to submit the quote as a whole number. ,,,,,,,,,,7,7,"There were overlaps on who was bidding what part of the job, so the final quote number had to be adjusted.",2025-12-21T02:40:00.399Z,I led a meeting with our team to finalize a bid we were about to submit for a contract job.  Each person was responsible for bidding their part of the job.  We put all our numbers together to submit the quote as a whole number. ,I would outline what needs to be addressed in the meeting and also outline how long the meeting should take.  I would also follow up after the meeting to make sure all tasks were being acted upon. ,,,,,,,,,7,7,7,2025-12-21T03:08:55.859Z,238381,9,6,0,66.7,66.7,66.7,66.7,6,"To apply scientific findings about activities before, during, and after meetings to improve their success.",True,"Planning, Execution, and Follow-up.",False,Their value is often questioned and they are viewed as a routine necessity.,True,"To share routine, nonurgent information without discussion.",True,They are a common cause of meetings getting off topic and running too long.,False,To facilitate follow-through by clarifying action plans and responsibilities.,True,"The more meetings an employee attends, regardless of quality, the lower their job satisfaction will be.",False,The structural design before the meeting and active facilitation during the meeting.,True,"Systematically survey meeting satisfaction, use the feedback to re-evaluate routine meetings, and adjust their design accordingly.",True,PyQSFYRACnmZ327LJ3Sf_reading,142,1380769,616504,764248,27,516456,15,45729,35,24606,2,1,1,7,1,6,7,7,7,7,1,4,2,7,7,7,7,7,7,7,7,7,7,7,7,5,1,45,male,associate,native,full-time,45,17,10,Account Manager,Transportation (Exports),white,very-often,"Gemini, Perplexity, Grok, Chatgpt, Claude","Writing assistance, Research/Information gathering, Coding assistance, Brainstorming/Ideation, Summarization",no feedback,2025-12-21T03:11:49.763Z
